pigID,group,mass.dry.g,bradford.protein,c.38002,c.35963,c.21049,c.33971,c.33972,c.31887,c.38293,c.43495,c.38296,c.33228,c.35186,c.34397,c.33871,c.33822,c.37231,c.1410,c.44564,c.27447,c.34419,c.32635,c.33957,c.42938,c.32350,c.34389,c.45453,c.21184,c.33960,c.35628,c.45968,c.36602,c.33230,c.21127,c.33955,c.35631,c.45970,c.35305,c.39270,c.34385,c.37418,c.21188,c.33961,c.34416,c.34437,c.19324,c.45966,c.35691,c.44580,c.37173,c.6146,c.1577,c.15949,c.1411,c.15076,c.11734,c.36746,c.21044,c.37253,c.35675,c.17945,c.32506,c.35431,c.35626,c.35848,c.35254,c.35687,c.46196,c.35819,c.33419,c.35253,c.35684,c.45982,c.43400,c.35255,c.41828,c.39223,c.32197,c.39587,c.1566,c.32654,c.542,c.39600,c.1549,c.42103,c.31943,c.27672,c.21047,c.15676,c.15749,c.3155,c.15681,c.35527,c.541,c.43525,c.1669,c.32349,c.22116,c.37195,c.37201,c.18319,c.31938,c.43546,c.1419,c.35136,c.1494,c.36807,c.32323,c.31908,c.35114,c.39627,c.43258,c.554,c.555,c.32980,c.15496,c.1126,c.15129,c.37118,c.37093,c.37083,c.37084,c.1107,c.15142,c.22132,c.33937,c.42107,c.33453,c.34092,c.1561,c.4970,c.38075,c.37516,c.44679,c.1110,c.1638,c.1640,c.15996,c.40068,c.18362,c.12125,c.55,c.31885,c.27414,c.37057,c.2137,c.12358,c.15308,c.39511,c.1642,c.32489,c.32492,c.15500,c.32675,c.37789,c.37112,c.22842,c.21131,c.63,c.12025,c.33970,c.1564,c.2132,c.39318,c.39317,c.45986,c.27718,c.37077,c.37104,c.43787,c.37095,c.43522,c.31453,c.39512,c.514,c.32453,c.36747,c.1114,c.38314,c.15130,c.17805,c.35718,c.36808,c.15135,c.32415,c.19323,c.32504,c.37478,c.40084,c.18467,c.33587,c.41948,c.20699,c.33477,c.1497,c.577,c.15821,c.1643,c.12055,c.40083,c.20758,c.1416,c.36738,c.34456,c.18369,c.33422,c.42315,c.587,c.18534,c.38507,c.31260,c.57,c.33487,c.53,c.42994,c.396,c.38783,c.1572,c.15122,c.27728,c.15365,c.15990,c.11777,c.32346,c.18476,c.42574,c.43501,c.15737,c.36659,c.34398,c.22171,c.18357,c.22287,c.32352,c.1573,c.41754,c.15753,c.1574,c.59,c.23642,c.34093,c.27531,c.590,c.3127,c.15716,c.40730,c.27513,c.18349,c.1123,c.22273,c.1125,c.40046,c.42982,c.40008,c.34732,c.34407,c.35107,c.27732,c.32426,c.35128,c.1417,c.15140,c.527,c.34017,c.1645,c.43446,c.60,c.40010,c.40053,c.40021,c.40045,c.36757,c.36756,c.40048,c.35661,c.1364,c.1105,c.34035,c.1483,c.1301,c.1303,c.37059,c.15806,c.15877,c.15335,c.584,c.1121,c.1302,c.18374,c.37070,c.19934,c.1365,c.32418,c.32460,c.31609,c.36751,c.35133,c.36752,c.35157,c.43255,c.1585,c.22185,c.43530,c.43488,c.5842,c.15095,c.21365,c.15720,c.27710,c.33946,c.33967,c.15059,c.1589,c.18354,c.1592,c.33950,c.37496,c.37076,c.33939,c.43249,c.41820,c.2829,c.37123,c.594,c.5278,c.1504,c.40006,c.1356,c.37426,c.44879,c.39835,c.39730,c.1359,c.38102,c.1493,c.1505,c.45413,c.1336,c.33447,c.38165,c.37506,c.22189,c.1508,c.36103,c.12035,c.1361,c.38156,c.38763,c.32553,c.15958,c.33945,c.64,c.41432,c.41392,c.22130,c.566,c.11438,c.40140,c.1510,c.37086,c.1444,c.1513,c.35127,c.1898,c.40731,c.33442,c.1408,c.1651,c.31555,c.22194,c.31522,c.32394,c.599,c.43339,c.1899,c.15772,c.1827,c.38818,c.12083,c.35855,c.32379,c.32398,c.1648,c.2342,c.40066,c.40054,c.42058,c.39592,c.15053,c.485,c.17769,c.17747,c.1358,c.38625,c.34409,c.21183,c.15730,c.35419,c.1437,c.2125,c.43167,c.18494,c.18497,c.32807,c.42603,c.43588,c.31889,c.35854,c.27738,c.1284,c.42972,c.40051,c.31530,c.42011,c.2183,c.604,c.32306,c.607,c.54,c.1603,c.1299,c.41515,c.35671,c.12067,c.605,c.1604,c.1670,c.606,c.33443,c.1649,c.40650,c.40475,c.40050,c.39994,c.44543,c.40728,c.3147,c.15136,c.15679,c.4966,c.35638,c.15835,c.18344
204N,CSS,0.254,1.932,1821206.875,285209.125,11347763,82681.7344,144501.8906,17725.1738,24219.2832,,7224.5962,,,50110.1797,39873.8828,29863.3008,,,29454.7813,17124.7656,64463.5625,19007.3457,64036.5313,,137493.8125,29820.8105,18564.9492,626846.25,413308.2813,222356.5,180513.625,156685.5313,27433.7168,229845.7188,1109401.875,117432.5625,157775.6094,308926.2813,143371.3906,,,384344.875,3448469,2104327.5,318501.9063,2417433,689956.625,1440543.25,4310.0249,23812.7227,403758.7188,10602331,42991.6289,51877.5664,145843.4063,72003.6641,155069.375,2438123.25,2811863.25,91000.1641,47289.1406,306282,,,,72170.0156,,28672.0332,,450702.8125,25974.0781,47338.3789,49401.6055,738100.5,122004.4297,27865.5039,170864.9063,594290.375,,,,583363.25,,126009.6484,163751.6719,,5511.5449,18277.6855,43759.3711,,124516.1328,,9494.3066,76173.1719,36925.6914,51043.2031,391593.7188,97920.3594,38242.9141,,90006656,,,29049.875,11640.5605,2726040.5,16586.3691,,190939.0469,58671.668,,,320003.8125,26887.3984,1195405.5,230795.6406,35256448,337325.75,,74571.3281,352508.4375,62316.9297,,286447.0313,513223.125,733731.25,26911.8496,25679.1699,169657.0156,111383.1406,73364.1719,227438.2969,233388.8906,4750.8901,3197004.75,2353625,57142.6875,31158748,394169.5625,12336.4502,642876.1875,118720.9141,76045.5781,362850.9063,107137.0547,158975.1875,78429.3359,22954248,192916.5625,439324.0625,,57154.3164,58540.4141,,1799691.5,,616977.75,164229.2344,5191291,63491.1523,1122599.625,1293234.875,1644720.375,9739.6934,9041.8545,,1783437.5,209383.4688,8796812,315135.0313,4042623.75,854344,3040555.25,2554067.25,5542.7358,,,47132.2461,48780.0586,98333.7656,740112.1875,518909.5938,808517.5625,23861.0137,46962.2305,846289.8125,206234.0938,278886.4063,36246.8828,53358.0391,1334372,,21343462,842726.875,650087.1875,1858131.375,645401.375,1424660.5,1205978.625,,6066255,27449142,,520161.3125,198708.2031,273564.6875,675590.875,143395.4531,220125.25,297267968,52382.9805,5041017.5,,157257.6719,98588.0391,,,1086028.125,9867593,417897.6563,1756106.75,1706197.75,24172336,,74783.7031,35035.3477,,370361.6563,29882.6133,119120.2344,228464.8125,86325.2656,41864.7695,1157025.75,,33486.9336,42444.4336,1063273.625,104671.1328,121772.5078,6351384,198420.0938,495453.1875,125023.875,2589014.25,65588.6797,,1373712.25,26446.4883,,33435118,44455.3828,31631.8164,59961.8359,,120402.8516,180410.6875,214700.3438,15648.1992,,1100160.875,58260.4375,1643653632,,78601.7734,60684.5898,47574964,35982.3555,58182.875,182408.6094,84386.2188,837904.6875,54894.25,13126.374,,156739.4688,19365188,2374707.25,9713.6885,1218778.125,645498.1875,,96051792,27843700,272684.5938,1167113.625,390161.75,4203394.5,246704.5625,688907.4375,9108598,189350.75,22251.0332,,,,,241765.5781,,,62301.5313,314748.4375,6978580,32761.5332,910550.625,778877.1875,,1581662.75,1565076.875,15785.46,23819.5469,162369.3281,142648.7188,44925.0391,2751937.5,58712.8789,283796.1875,3679924,492883.375,872831.25,24860.3984,50113.6758,208102.5,,9010.7217,189084.4219,23032.4688,82131.3828,,167141.5,,,3275557,60176.3008,11476423,414245.3125,33993.918,11728798,323379.3438,106619.8672,1435135.625,43404.0352,495140.1563,30876.9395,13577.7285,,,195980.2031,,11190.4297,278615.8125,12719817,14110.873,47674.1797,847444.8125,81558.0703,37089916,347056.875,,56541.0977,1178320.5,,93563.1406,6968377,253999.5938,23002.6855,744078.9375,174864.3906,76470.6328,8103.3511,,47294.6797,282171.9688,,235078.9531,331728.625,50359.6211,36584.5117,2985332.75,184420.6563,59642.0664,7963.0342,7417883.5,50195.8203,77931.4688,30379.082,,,241000.0156,797690.9375,108704.0234,942955.9375,20230676,67249.5078,126343.2891,101601.5391,26252.2383,121794.9375,2678608,214291.2656,,22696.3984,49506.7344,13836.3486,174491.2656,,,563758.625,3684299.75,579644.375,,50544.0117,,89311.0391,147078.875,776663.1875,,92500.5078,11162979,20107132,1178646,,4984.3052,12233.2178,2908365.5,694500.5,276312.0625,14854.5303,,37119340,80343.2734,65733.1406,55931.2813,108208.6719,51375.8203,6965.418,1271388.25,,174935.3906,133188.7656,5881546.5,1098501.625,115490.1094
205B,CSS,0.223,2.544,1005408,,68388344,1320073.625,171371.4844,73086.9766,27221.0215,266365.3125,,,38319.7266,,,,,761592.3125,,18613.541,,32646.002,27469.8613,41542.5508,73068.5703,74319.1094,9758.248,55096.1406,107344.9219,222820.4688,642961.6875,105746.3828,,50376.457,641738.125,510384,1081227.875,143927.4531,231487.8125,,14254.0371,126935.8828,613485.4375,393189.4375,151729.1094,669012.375,837199.125,1459030.375,,10855.1309,65952.0859,25963158,32281.8457,43044.0117,97756.1719,387943.9063,382041.125,10867514,1333495.5,2516388.25,132532.1406,387863.4063,31390.3438,15222.3301,,,41408.0313,196391.2188,,121063.0547,89224.6875,18971.916,201983.9219,624392.3125,23558.4805,,29945.9863,1125362.75,,,36707.2969,221880.875,,72587,125357.4531,,,5760.0088,27264.459,,19886.0156,70331.4141,8362.2627,21225.5215,7434.9043,28214.6074,127026.6797,39834.6992,20515.873,,260773232,,16870.6328,18276.0195,12943.6895,4460006,267677.0938,,1563905.5,54946.3555,,,204052.8281,,1706304.5,119061.7109,73572664,1559372.75,,16501.9688,106177.1172,88314.8359,137405.1406,173665.3594,666327.8125,2200403.25,13238.542,100998.5859,583431.75,230544.7969,28672.7422,31503.2207,197599.5,227310.8906,4178551.75,970877.1875,29513.4004,20519418,83981.2969,9871.9922,223969.375,235985.0156,368120.6875,349212.0938,160282.7969,71321,39466.293,44917120,299131.125,301224.4063,9343.2451,57179.5742,317512.375,,23459628,76075.5781,2555275.75,216237.4219,3988887.75,,737717.75,117487.3516,1655267.75,6675.6758,13412.2842,106009.3672,2041855.625,90794.9297,7637951.5,361905.7188,4325199.5,276125.2188,2856186.25,4342776,10264.5957,,85254.8672,249415.7813,56988.9648,91547.0156,1780668.875,1228165.5,349196,78607.8047,143086.2188,1548345.125,402835.5938,525697.6875,52892.7031,54731.6602,2730487.25,,14888629,369462.2188,880201.75,1600810.625,1233269.375,1146044.125,610182.625,15825.6201,1479244.375,16536159,25006.9629,,174979,83000.4375,1038334.438,124959.4844,74307.6016,173839264,,20414030,,820348.375,,13829.918,,1226714,3083312.25,56223.2344,212227.6719,85473.0391,83498992,27615.7305,207089.3438,236626.6875,96525.875,591020.6875,86789.7656,128978.6563,70001.5313,139582.9844,,1101329,6231.3281,251261.8906,8913.6377,361630.8125,190076.9688,410991.7813,20859224,219678.1719,6864440.5,154451.2031,2767603.75,21442.0586,,4705309,20313.1309,11083.7852,48436048,,20245.1016,61669.2344,9149.3018,44297.0273,251179.9375,214077.8594,113772.5469,,1838598.75,111718.8438,1938123392,87089.5938,82540.6719,27048.8281,64580488,42137.0586,7718.5713,42672,66814.5234,1021198.438,27799.8828,2855.3694,,145519.0938,24863160,3179604,94606.8828,2249648.5,1543306.5,,2110886,16824642,74289.4219,1034001.5,257352.0938,8406667,323167.9688,1483677.5,9171234,256158.6094,29645.7012,22416.0605,,53916.3984,,236160.4531,,,51532.957,175346.6719,6058466,,379810,917640.4375,,1233419,1730683.5,22888.3242,14436.6221,72854.7422,194802.375,114381.5078,1302738,64335.8711,902461.25,1140655,417271.0625,279784.7188,20523.498,115593.7891,86943.1875,,,86164.4609,,69636.2109,35870.9727,86589.7969,23647.9883,6868.1201,2662762.25,115441.0625,21426610,115254.0156,20566.0957,7810585,1717494.625,113127.0938,783301.75,16672.0742,466103.0938,,18140.2949,43391.7461,,102268.1563,,3831.2708,35273.0977,25728870,9038.0166,19379.3379,1593132.125,22147.3164,9397112,697172.8125,,122392.4141,1000127.563,,99424.75,6451966.5,244791.2188,30422.3887,5757872,,137932.6094,,,26093.2109,455412.9063,,232350.5625,82830.2891,59918.3945,,2349851.25,51955.7461,119014.2422,5758.0518,7541845.5,36734.4219,41932.6055,,,38770.0781,144685.0469,410455.0938,77371.9063,957378.3125,12178088,35365.6875,70204.8281,176809.625,,4565.6875,4807473,831994.6875,,397726.9063,430561.25,456100.4063,329418.9375,,,1147432.875,739566.125,1380441.625,,,33950.5938,89614.4844,167405.5,1274473.875,165751.9219,128127.0469,24550390,13763805,3262164.5,50795.8633,,12123.7383,2958027,24512614,122309.4375,14009.4102,5819.1616,61054988,35469.9727,,27594.2246,40972.5078,58734.2266,8884.3457,2499850.25,,116773.1328,329451.4063,3645070,1443095.875,
205H,CSS,0.13,4.746,280601.2813,,8887303,1210906.125,724330.6875,8654.5518,11075.9971,,19204.9648,,,,,31525.5547,,52340.3008,,201547.6563,29581.6738,55379.7695,39205.8398,13877.5645,71915.8281,,,1578321.125,222334.1094,549119,1131136.75,99958.0391,,352763.1563,661168.25,395515.4063,1105713,243753.1563,364587.3125,,,362209.3125,846886.0625,2673510.5,307109,1597291.5,1136093.625,333513.2188,3399.1868,,166688.5938,3853565.25,,7949.6758,30752.0977,371820.75,105332.3281,3061790.25,423377.2188,216092.6406,100728.7656,1787691.875,19980.2656,,,56145.6094,52038.4492,329301,,358743.0938,51298.6484,17303.3145,112364.7031,165185.6094,60808.4219,33050.8242,91405.0703,202822.8281,,57707.4375,,366121.5938,,123762.0313,424151.4375,,6675.1138,,6720.8359,58125.5742,156896.125,96260.7266,,48226.2695,6333.665,59712.7305,74024.7813,15085.8066,33927.5859,,220163936,,30664.6641,19289.0918,16104.1611,2611053.25,59142.5117,,1221388.375,45513.707,,,161486.5313,,3852748.25,586859.8125,30233010,210258.3281,,22814.1309,59590.5391,52725.7617,,53727.4961,152446.4688,430797.7813,16121.3545,65204.6211,153918.9375,124732.6484,140267.2344,14782.0215,54987.4883,2555180.75,14990331,906904.8125,,6368698.5,142593.2813,11211.9063,254481.6094,383260.25,89729.8125,247566.4063,21326.6992,,37746.5859,206866912,222004.3906,1859622.625,7821.376,252010.8438,330333.1563,67410.1172,6582497.5,62990.6367,1458702.375,343834.5,6632277.5,14132.8721,5413240,39169.8945,623865.875,9594.1221,14109.0049,,2296806,53121.625,3005651.25,148187.3438,1890108.875,127516.8828,902015.1875,342965.2188,6357.1016,,266298.4375,121825.4531,55119.4414,207690.625,3939847.5,2761365.25,459569.6563,32069.7813,324095.6875,4961795,2386252.25,1023456.438,,566785.0625,6219697.5,,4249393,650203,4105626.75,,1070681.375,325779.0313,2061524.875,20291.5098,123020.6484,7076046.5,49490.5859,72829.5078,56367.0469,96079.1172,659982.375,215291.7188,60751.9648,787952.3125,,8054354,78976.6641,236021.4375,,,,407357.6875,10004414,49306.5391,74214.2188,,18577470,,,,,151653.8438,,29129.0234,44870.375,33048.3438,,1647700.75,,23050.4238,5326.8945,,379977.0938,118460.7422,5221487,56406.6133,3257996,338969.7813,354545.375,30434.4883,,219355.5625,26149.9219,84507.125,20786216,,32927.6641,30167.3184,22794.1992,41270.0664,172645.6719,,21793.3184,,1038762.063,396041.5,347527904,21613.6309,240166.1406,77929.6563,25448466,,17344.1797,53731.1758,27408.1992,1024426.25,18821.0742,6406.5601,,114696.25,89249872,19441782,14326.9141,609650.4375,748263.75,,1092289.5,,,126534.1094,1723521.125,4427044,70140.7188,1758482.875,25558694,811502.75,80106.6406,,,16097.123,,344836.4375,,,49707.7305,321762.5938,7463726,,419419.0625,,,1167936.75,970550.6875,32916.3203,31304.6758,118008.4609,70421.75,72067.1797,1994940.375,35365.9961,853406.6875,151014.5313,56083.3711,162893.9375,,73781.1016,64954.4609,,15426.2227,83958.4688,34954.5352,297574.4688,,67914.5,67184.1016,44260.9102,7840844.5,210817.6719,23429336,,16693.582,34604336,4739115,212548.1875,1219425.875,,751981.25,5216.981,27377.1875,61117.2734,,75384.3672,,55064.8203,28229.5859,24315772,5057.1719,5809.2446,159776.7969,198966.5156,39291948,196180.875,,19016.7988,271231.375,,79153.5313,3020511,123633.4375,31717.5371,34751844,30536.6133,118004.8906,,,16579.0254,371176.9375,,135703.7344,,103278.9688,,2453126.5,,253302.9375,8390.6318,5789864,98824.8125,55011.9492,22785.4434,,,26774.2676,1344385,,87981.4531,46142740,,36231.7227,75066.6484,,29067.8457,5451925,491791.5938,12370.3398,159089.1875,23472.752,21645.0527,111821.3516,12447.8623,,534611.5625,458604.0625,219294.6094,,64498.3633,,56477.2773,54833.207,602087.875,69840.2266,596459.25,9494955,20092178,746327.75,461980.0625,5278.4971,18655.9082,2210136.75,325337.625,547109.0625,24652.8242,,26578590,142867.125,,46786.0352,47564.0117,10428.6133,,3165841.75,,52624.0313,22503.9434,133999.4688,102553.8672,
206D,CSS,0.638,3.834,471832.875,118676.2656,17999672,1053096.125,498620.9063,17198.4453,16711.0234,,15076.8711,,42168.2656,,,31226.8164,,1442250.625,14663.3525,177733,28427.6387,112187.0078,18502.0098,56100.6445,111810.1406,76411.1094,,2101143,103629.2969,717894.9375,580176.9375,78426.7422,11819.9189,219150.5313,550982.25,705423.25,640754,218439.4531,115257.6094,8635.1113,,279973.5938,677699.9375,2103982.75,254666.8281,1270145.375,866930.8125,333513.2188,86512.4844,,54530.6953,3258230.75,23071.3008,2161.4133,6016.2642,142890.875,167878.4531,910191.0625,491155.0938,17235702,1099169.125,1402244.125,,15604.4697,85710.5078,,127702.6016,46994.7773,,,,,118246.9766,1909376.375,40224.0977,,117882.9375,102299.0156,10846.7568,723589.625,,213792.9375,,41690.0781,494283.4063,,,,15876.2461,116389.7578,975717.6875,33828.457,,65571.3281,,42321.5234,631624.8125,30039.0039,126716.5625,,27176624,3352.1306,719339.3125,23103.0586,9359.5117,44442.2852,174486.0938,35822.543,1464988.875,33956.332,,,61586.5547,,3387951,229431.6563,27107758,522355.6563,,145593.2813,88090.2266,129251.5078,,19784.6973,305456.9688,491151.4688,16961.8281,112272.4688,82843.6484,200110.0625,,,27276.5684,6647.7773,9046476,886902.8125,18084.5996,7272595.5,120039.1953,14165.1182,564635.125,438272.5313,84083.2266,219639.2813,39491.4297,,,12928022,245969.4219,9653125,37084.0742,1428972.875,326779.75,,7773984,31465.8438,955038.9375,530033.1875,7035827,,6004453.5,67563.7188,1413054,13541.377,18359.8828,3837825,2089696.625,56081.1094,3290259.5,155323.0156,1613567.875,158392.0781,462789.7813,240393.8281,,,105146.4766,1460053.375,55119.4414,137187.3906,12322410,3004119,568314.6875,383877.4688,403325.25,1959087.75,2696521.25,583588.375,118364.6875,222293.5781,8989352,,2419827.5,16056.9014,1380747,188718.8594,942660.875,947411.3125,897854.5625,57652.3008,345517.25,1267878,35105.8594,,41536.7266,108913.9922,1735985.875,33224.8047,442750.125,76166136,18898.8145,7110318,61689.3008,199505.2031,114949.8125,44672.5469,,323199.1875,14598622,47559.3906,162430.7031,,6669492,,,,34059.3672,958767.5625,22818.793,222569.3281,119817.4922,74407.9453,,87186.6406,,,,187596.8594,36486.2852,275782.9063,10538127,85247.0859,1020454.313,98456.5391,,165157.4531,36431.5938,249032.1719,11432.4941,503384,17538744,41983.375,28608.7754,33570.1055,113733.1094,25011.9902,5079.8398,,521535.0625,,152382.9063,68775.6719,55745076,56967.3828,783972.3125,26685.3535,30608482,49652.6602,49376.207,207868.7344,76301.8203,806540.5625,116369.0391,17750.2441,,204136.5156,83345384,17446818,3946441.25,1074309.625,2848510.25,,1637504.125,4797937.5,292578.625,970973.875,1828332.25,6834214.5,178798.5469,2809984.75,3809132.5,949196.125,24773.043,,,291499.0313,,183020.1875,,,11711.915,,4668035.5,,329583.8438,625677.375,,801557.375,12858.6846,5673.3643,25695.2324,54528.1602,143270.875,258115.8281,77348.2969,138101.8281,1913219.375,48045.1797,,811350.75,52034.2617,22433.7363,44095.6523,,15275.8994,80309.4922,88599.5938,291696.9375,565551.8125,385916.25,123936.5156,59013.6602,14474596,277344.5938,18039038,32413.5176,,50728808,3417951.5,427376.8438,2412690.25,,1557387.875,3620.2505,21289.4531,163404.6094,,349367.7188,,460448.4063,,23299920,13599.3652,11002.1504,201206.1875,40529.3203,101226248,195359.9219,22743.332,,180646.875,,,7764369,138352.8281,17459.1055,9739454,145947.7031,203348.9219,,,6815.02,130422.1875,,115655.0313,,254096.6563,,2296386,11966.7559,82791.8672,10397.4043,4566349.5,107475.9297,172767.6094,70196.7422,18459.1387,,57614.0195,272151.25,,893001.5625,66799504,,62490.0273,,26595.0273,,10315575,198612.1875,43327.9844,123131.8359,74544.4297,45447.0664,,,,308275.6875,16478.1836,831483.4375,22594.5703,157530.2031,54065.8906,61537.1758,37161.7813,540380.6875,63455.6484,1140201.75,6654223,38985412,2996060.75,545219.625,5334.5981,48916.4023,1123621.25,240505.5781,211829.4375,16713.9531,37782.0313,19782578,186371.4844,84525.2266,52783.1211,209579.8281,89600.5391,8810.8037,638398.1875,,,22071.7168,100873.9219,118347.1016,
206H,CSS,0.225,4.063,371957.3125,,17807502,2027872.625,343551.1875,,31774.0781,,16456.0566,,22834.1504,25118.5156,31897.7852,35550.7305,,149272.7031,43042.3203,43596.625,40051.957,91683.5078,33530.0117,41330.8672,61887.8828,128214.8281,,1063817.75,234939.4688,726647.375,1014212.938,316431.4063,15350.3389,349134.4063,1155230.5,1144290.375,849385.0625,804359.4375,277834.5938,6931.6782,,378605.2813,1114845.75,2408539.25,386141.9375,3639007,1606152.875,490890.3438,43525.5078,,204149.6563,4793062,38404.9102,,38150.375,174660.6563,539720.9375,4620718.5,1515601,240623.625,141196.6563,959782.75,,,69565.625,44221.4414,87541,114091.9688,,290201.625,92418.9688,51014.25,110270.2578,2531862.5,89714.2031,43878.457,208274.4219,109358.2344,12087.5137,142468.75,39567.7266,537767.5,,57056.3008,2964851,,,,26895.5508,83007.9688,449493.6875,59304.8516,,199732.2969,3648.9292,83763.3047,62318.2031,41690.7734,105617.6797,,90399816,,385199.3438,25194.3945,18229.7227,1248564.375,105851.4609,79548.4063,1228711.375,51960.5234,,,134240.3906,,2734688,519477.6875,33612648,243770.8125,45674.9453,145495.7344,133744.0313,174985.0469,14682.9951,36780.3672,769690.5625,1929253.375,25760.9609,202612.375,26792.1191,305350.3125,105567.8359,,18066.5352,1041762.375,14198904,1511534.875,38987.5078,9980215,101417.8281,15694.1172,482709.7188,377811.7813,23096.0918,219421.4844,68743.6406,26996.9023,92831.5781,39793796,162932.4688,1071910.125,8737.6318,135838.0313,494359.75,,3068221.75,56931.3633,213827.75,313398.1875,9285803,4159.979,3455994.5,42648.957,788950.6875,31781.0215,31778.9043,,4377139,145026.625,2611021.5,131842.8281,1413577.375,115187.5781,1034042.188,118176.6563,6937.9214,,118072.8438,299361.4375,34615.7461,384770.9063,3542031.75,1739303,486184.2188,130565.0781,271706.1875,3615351.5,1518356.75,1720994.5,41876.8438,321207.9375,4956202.5,,1417620.75,119820.0078,4586766.5,267314.4688,1812534.875,1141553.5,2401981.75,61893.125,617105.125,16205872,70024.8203,,107347.7578,97184.4766,2219283.75,46269.2461,521734.25,1571196,,7871852,108375.4531,230511.9063,114603.7109,40540.9531,,484707.0313,7129377,51229.7383,243429.7188,,13725060,35560.7773,12779.4844,,,598204.0625,33309.375,458431.2813,252699.25,59060.9609,,46798.2891,,38416.1758,4059.5313,231362.5781,46194.3828,493952.9375,4605113.5,113090.2891,1136008.625,353274.9375,414335,27786.1074,23344.459,479644.1563,28883.252,304242.5,39153728,53291.6758,41064.3945,75555.2344,123957.7109,43016.8242,178612.4688,,112309.4922,,1103229.375,160131.4375,78958072,45588.8867,244616,66509.5703,49060608,66939.4766,49876.8789,142286.75,122937.7031,1345212.25,119885.2188,28847.1309,,172941.75,41257156,8012902,2331207.75,522632.7813,4135135.75,,2165153,1389214.125,217692.6406,326883.375,1295180.875,11021172,176426.5938,4917019,33679760,709704.25,41239.5625,,,217328.25,,204433.8281,,,30157.9902,289651.625,9559374,,680812.6875,88725.4766,,962514.4375,198363.5625,20321.2578,69926,100292.6172,205383.0313,28483.6543,408130.9375,95030.4766,3971861,152514.8125,32425.3008,618759,42415.9766,20317.7168,274743.5313,,24617.0566,176181.0469,76972.1172,289860.2813,1273821.375,173402.9531,28390.4375,15338.4473,5245832,225066.7188,27291520,91052.125,12730.7988,38035780,2834209.75,286937.5938,3354970.75,,1566476.25,,14895.9902,126810.3828,,572461.4375,,229331.5938,14024.0713,18687904,27832.6523,20621.8301,706367.75,163390.2969,72120904,295024,,61602.0469,188658.5625,,,7820401,275857.8125,24223.541,33483612,167702.4844,388335.5938,,,14335.9414,515295.3438,,267833.9063,236140.1094,188017.0156,,2892282.5,16328.0547,388788.75,6208.6235,5745621,241579.4688,268827.5313,75708.4219,21252.1582,26681.4395,62588.3086,700785.0625,28645.6641,393760.3125,39766084,40981.9219,42518.6953,109573.75,,3968.6008,13734539,349515.4063,15962.4629,,33010.5,26119.9121,,,,113770.1641,86340.5078,455306.9375,65637.625,164975.0625,43904.832,50029.207,36289.5586,667905.3125,103816.7266,1372560.125,6973062.5,28144488,1265273.125,1193873.875,4441.9043,14565.208,1530076.25,121245.7031,405698.2188,13490.165,11758.5547,52834208,126496.0469,82235.5391,54184.75,285192.25,70924.2656,16693.5176,3453115.5,,99338.375,58863.3789,178175.4219,122008.2344,25099.1504
